date,region,region_name,state,lat,lon,solar_mwh,demand_mwh,coal_mwh
2020-01-20,ER,East India,Odisha,20.95,85.09,1520.0,351000.0,450000.0
2020-01-20,NER,NE India,Assam,26.2,92.93,30.0,41000.0,13000.0
2020-01-20,NR,North India,Rajasthan,26.91,74.22,23100.0,952000.0,464000.0
2020-01-20,SR,South India,Tamil Nadu,11.12,78.66,86880.0,986000.0,495000.0
2020-01-20,WR,West India,Gujarat,23.02,72.57,24200.0,1128000.0,1183000.0
2020-01-21,ER,East India,Odisha,20.95,85.09,1470.0,362000.0,452000.0
2020-01-21,NER,NE India,Assam,26.2,92.93,30.0,41000.0,12000.0
2020-01-21,NR,North India,Rajasthan,26.91,74.22,32689.999999999996,965000.0,482000.0
2020-01-21,SR,South India,Tamil Nadu,11.12,78.66,93140.0,1008000.0,499000.0
2020-01-21,WR,West India,Gujarat,23.02,72.57,23400.0,1151000.0,1212000.0
2020-01-22,ER,East India,Odisha,20.95,85.09,1390.0,362000.0,434000.0
2020-01-22,NER,NE India,Assam,26.2,92.93,30.0,43000.0,10000.0
2020-01-22,NR,North India,Rajasthan,26.91,74.22,34400.0,965000.0,470000.0
2020-01-22,SR,South India,Tamil Nadu,11.12,78.66,89640.0,1013000.0,499000.0
2020-01-22,WR,West India,Gujarat,23.02,72.57,24500.0,1150000.0,1157000.0
2020-01-23,ER,East India,Odisha,20.95,85.09,1450.0,362000.0,437000.0
2020-01-23,NER,NE India,Assam,26.2,92.93,30.0,42000.0,11000.0
2020-01-23,NR,North India,Rajasthan,26.91,74.22,36610.0,950000.0,475000.0
2020-01-23,SR,South India,Tamil Nadu,11.12,78.66,77670.0,1022000.0,505000.0
2020-01-23,WR,West India,Gujarat,23.02,72.57,25200.0,1168000.0,1166000.0
2020-01-24,ER,East India,Odisha,20.95,85.09,1500.0,364000.0,449000.0
2020-01-24,NER,NE India,Assam,26.2,92.93,30.0,42000.0,11000.0
2020-01-24,NR,North India,Rajasthan,26.91,74.22,38650.0,968000.0,490000.0
2020-01-24,SR,South India,Tamil Nadu,11.12,78.66,90830.0,1018000.0,514000.0
2020-01-24,WR,West India,Gujarat,23.02,72.57,26900.0,1184000.0,1220000.0
2020-01-25,ER,East India,Odisha,20.95,85.09,1520.0,362000.0,468000.0
2020-01-25,NER,NE India,Assam,26.2,92.93,40.0,43000.0,11000.0
2020-01-25,NR,North India,Rajasthan,26.91,74.22,35970.0,972000.0,501000.0
2020-01-25,SR,South India,Tamil Nadu,11.12,78.66,89480.0,1006000.0,523000.0
2020-01-25,WR,West India,Gujarat,23.02,72.57,23900.0,1185000.0,1189000.0
2020-01-26,ER,East India,Odisha,20.95,85.09,1910.0,353000.0,443000.0
2020-01-26,NER,NE India,Assam,26.2,92.93,40.0,41000.0,10000.0
2020-01-26,NR,North India,Rajasthan,26.91,74.22,36730.0,904000.0,477000.0
2020-01-26,SR,South India,Tamil Nadu,11.12,78.66,89050.0,943000.0,487000.0
2020-01-26,WR,West India,Gujarat,23.02,72.57,26000.0,1105000.0,1151000.0
2020-01-27,ER,East India,Odisha,20.95,85.09,1440.0,357000.0,452000.0
2020-01-27,NER,NE India,Assam,26.2,92.93,40.0,42000.0,12000.0
2020-01-27,NR,North India,Rajasthan,26.91,74.22,25500.0,943000.0,499000.0
2020-01-27,SR,South India,Tamil Nadu,11.12,78.66,89840.0,1002000.0,528000.0
2020-01-27,WR,West India,Gujarat,23.02,72.57,22500.0,1164000.0,1192000.0
2020-01-28,ER,East India,Odisha,20.95,85.09,1560.0,366000.0,456000.0
2020-01-28,NER,NE India,Assam,26.2,92.93,30.0,43000.0,13000.0
2020-01-28,NR,North India,Rajasthan,26.91,74.22,31930.0,926000.0,489000.0
2020-01-28,SR,South India,Tamil Nadu,11.12,78.66,78950.0,1028000.0,558000.0
2020-01-28,WR,West India,Gujarat,23.02,72.57,23100.0,1185000.0,1195000.0
2020-01-29,ER,East India,Odisha,20.95,85.09,1340.0,353000.0,461000.0
2020-01-29,NER,NE India,Assam,26.2,92.93,30.0,43000.0,12000.0
2020-01-29,NR,North India,Rajasthan,26.91,74.22,34530.0,932000.0,484000.0
2020-01-29,SR,South India,Tamil Nadu,11.12,78.66,77790.0,1032000.0,554000.0
2020-01-29,WR,West India,Gujarat,23.02,72.57,25100.0,1175000.0,1233000.0
2020-01-30,ER,East India,Odisha,20.95,85.09,1140.0,367000.0,459000.0
2020-01-30,NER,NE India,Assam,26.2,92.93,200.0,43000.0,12000.0
2020-01-30,NR,North India,Rajasthan,26.91,74.22,37110.0,938000.0,478000.0
2020-01-30,SR,South India,Tamil Nadu,11.12,78.66,95660.0,1040000.0,545000.0
2020-01-30,WR,West India,Gujarat,23.02,72.57,26700.0,1165000.0,1238000.0
2020-01-31,ER,East India,Odisha,20.95,85.09,1550.0,361000.0,448000.0
2020-01-31,NER,NE India,Assam,26.2,92.93,200.0,41000.0,11000.0
2020-01-31,NR,North India,Rajasthan,26.91,74.22,38360.0,963000.0,489000.0
2020-01-31,SR,South India,Tamil Nadu,11.12,78.66,95620.0,1052000.0,560000.0
2020-01-31,WR,West India,Gujarat,23.02,72.57,27000.0,1164000.0,1235000.0
2020-02-01,ER,East India,Odisha,20.95,85.09,1540.0,356000.0,425000.0
2020-02-01,NER,NE India,Assam,26.2,92.93,40.0,42000.0,11000.0
2020-02-01,NR,North India,Rajasthan,26.91,74.22,37340.0,950000.0,461000.0
2020-02-01,SR,South India,Tamil Nadu,11.12,78.66,90080.0,1021000.0,543000.0
2020-02-01,WR,West India,Gujarat,23.02,72.57,27300.0,1154000.0,1223000.0
2020-02-02,ER,East India,Odisha,20.95,85.09,1550.0,356000.0,414000.0
2020-02-02,NER,NE India,Assam,26.2,92.93,30.0,41000.0,11000.0
2020-02-02,NR,North India,Rajasthan,26.91,74.22,39000.0,926000.0,452000.0
2020-02-02,SR,South India,Tamil Nadu,11.12,78.66,77190.0,962000.0,503000.0
2020-02-02,WR,West India,Gujarat,23.02,72.57,26400.0,1138000.0,1164000.0
2020-02-03,ER,East India,Odisha,20.95,85.09,1540.0,359000.0,420000.0
2020-02-03,NER,NE India,Assam,26.2,92.93,50.0,41000.0,11000.0
2020-02-03,NR,North India,Rajasthan,26.91,74.22,39480.0,959000.0,480000.0
2020-02-03,SR,South India,Tamil Nadu,11.12,78.66,85810.0,1006000.0,533000.0
2020-02-03,WR,West India,Gujarat,23.02,72.57,24100.0,1183000.0,1210000.0
2020-02-04,ER,East India,Odisha,20.95,85.09,1420.0,361000.0,458000.0
2020-02-04,NER,NE India,Assam,26.2,92.93,40.0,41000.0,14000.0
2020-02-04,NR,North India,Rajasthan,26.91,74.22,32110.0,983000.0,488000.0
2020-02-04,SR,South India,Tamil Nadu,11.12,78.66,85570.0,1023000.0,550000.0
2020-02-04,WR,West India,Gujarat,23.02,72.57,25200.0,1182000.0,1247000.0
2020-02-05,ER,East India,Odisha,20.95,85.09,1490.0,357000.0,448000.0
2020-02-05,NER,NE India,Assam,26.2,92.93,40.0,42000.0,13000.0
2020-02-05,NR,North India,Rajasthan,26.91,74.22,35830.0,989000.0,485000.0
2020-02-05,SR,South India,Tamil Nadu,11.12,78.66,85320.0,1047000.0,564000.0
2020-02-05,WR,West India,Gujarat,23.02,72.57,25600.0,1175000.0,1258000.0
2020-02-06,ER,East India,Odisha,20.95,85.09,1520.0,360000.0,465000.0
2020-02-06,NER,NE India,Assam,26.2,92.93,50.0,42000.0,13000.0
2020-02-06,NR,North India,Rajasthan,26.91,74.22,39640.0,993000.0,510000.0
2020-02-06,SR,South India,Tamil Nadu,11.12,78.66,92150.0,1051000.0,557000.0
2020-02-06,WR,West India,Gujarat,23.02,72.57,25600.0,1185000.0,1252000.0
2020-02-07,ER,East India,Odisha,20.95,85.09,1350.0,368000.0,466000.0
2020-02-07,NER,NE India,Assam,26.2,92.93,40.0,42000.0,12000.0
2020-02-07,NR,North India,Rajasthan,26.91,74.22,38530.0,1004000.0,518000.0
2020-02-07,SR,South India,Tamil Nadu,11.12,78.66,85950.0,1051000.0,550000.0
2020-02-07,WR,West India,Gujarat,23.02,72.57,25300.0,1171000.0,1255000.0
2020-02-08,ER,East India,Odisha,20.95,85.09,1320.0,370000.0,452000.0
2020-02-08,NER,NE India,Assam,26.2,92.93,30.0,42000.0,12000.0
2020-02-08,NR,North India,Rajasthan,26.91,74.22,39830.0,988000.0,499000.0
2020-02-08,SR,South India,Tamil Nadu,11.12,78.66,69620.0,1034000.0,535000.0
2020-02-08,WR,West India,Gujarat,23.02,72.57,25600.0,1164000.0,1219000.0
2020-02-09,ER,East India,Odisha,20.95,85.09,1490.0,363000.0,433000.0
2020-02-09,NER,NE India,Assam,26.2,92.93,40.0,39000.0,9000.0
2020-02-09,NR,North India,Rajasthan,26.91,74.22,38320.0,963000.0,478000.0
2020-02-09,SR,South India,Tamil Nadu,11.12,78.66,76140.0,958000.0,505000.0
2020-02-09,WR,West India,Gujarat,23.02,72.57,27700.0,1116000.0,1176000.0
2020-02-10,ER,East India,Odisha,20.95,85.09,1540.0,371000.0,438000.0
2020-02-10,NER,NE India,Assam,26.2,92.93,40.0,41000.0,7000.0
2020-02-10,NR,North India,Rajasthan,26.91,74.22,38380.0,984000.0,485000.0
2020-02-10,SR,South India,Tamil Nadu,11.12,78.66,73320.0,990000.0,526000.0
2020-02-10,WR,West India,Gujarat,23.02,72.57,25500.0,1166000.0,1223000.0
2020-02-11,ER,East India,Odisha,20.95,85.09,1560.0,372000.0,449000.0
2020-02-11,NER,NE India,Assam,26.2,92.93,40.0,42000.0,8000.0
2020-02-11,NR,North India,Rajasthan,26.91,74.22,37630.0,1004000.0,485000.0
2020-02-11,SR,South India,Tamil Nadu,11.12,78.66,76100.0,1022000.0,528000.0
2020-02-11,WR,West India,Gujarat,23.02,72.57,24300.0,1206000.0,1253000.0
2020-02-12,ER,East India,Odisha,20.95,85.09,1550.0,371000.0,458000.0
2020-02-12,NER,NE India,Assam,26.2,92.93,40.0,42000.0,12000.0
2020-02-12,NR,North India,Rajasthan,26.91,74.22,37270.0,1001000.0,485000.0
2020-02-12,SR,South India,Tamil Nadu,11.12,78.66,78940.0,1037000.0,543000.0
2020-02-12,WR,West India,Gujarat,23.02,72.57,24700.0,1216000.0,1261000.0
2020-02-13,ER,East India,Odisha,20.95,85.09,1480.0,369000.0,474000.0
2020-02-13,NER,NE India,Assam,26.2,92.93,40.0,43000.0,13000.0
2020-02-13,NR,North India,Rajasthan,26.91,74.22,37860.0,981000.0,486000.0
2020-02-13,SR,South India,Tamil Nadu,11.12,78.66,88890.0,1053000.0,569000.0
2020-02-13,WR,West India,Gujarat,23.02,72.57,25900.0,1226000.0,1295000.0
2020-02-14,ER,East India,Odisha,20.95,85.09,1530.0,359000.0,475000.0
2020-02-14,NER,NE India,Assam,26.2,92.93,30.0,43000.0,14000.0
2020-02-14,NR,North India,Rajasthan,26.91,74.22,40850.0,973000.0,482000.0
2020-02-14,SR,South India,Tamil Nadu,11.12,78.66,101940.0,1069000.0,586000.0
2020-02-14,WR,West India,Gujarat,23.02,72.57,27400.0,1225000.0,1286000.0
2020-02-15,ER,East India,Odisha,20.95,85.09,1530.0,356000.0,459000.0
2020-02-15,NER,NE India,Assam,26.2,92.93,30.0,42000.0,14000.0
2020-02-15,NR,North India,Rajasthan,26.91,74.22,42180.0,974000.0,502000.0
2020-02-15,SR,South India,Tamil Nadu,11.12,78.66,100660.0,1062000.0,590000.0
2020-02-15,WR,West India,Gujarat,23.02,72.57,27000.0,1221000.0,1304000.0
2020-02-16,ER,East India,Odisha,20.95,85.09,1540.0,354000.0,460000.0
2020-02-16,NER,NE India,Assam,26.2,92.93,40.0,40000.0,11000.0
2020-02-16,NR,North India,Rajasthan,26.91,74.22,42690.0,961000.0,482000.0
2020-02-16,SR,South India,Tamil Nadu,11.12,78.66,102140.0,1026000.0,549000.0
2020-02-16,WR,West India,Gujarat,23.02,72.57,27300.0,1191000.0,1251000.0
2020-02-17,ER,East India,Odisha,20.95,85.09,1520.0,358000.0,474000.0
2020-02-17,NER,NE India,Assam,26.2,92.93,30.0,42000.0,11000.0
2020-02-17,NR,North India,Rajasthan,26.91,74.22,42470.0,984000.0,486000.0
2020-02-17,SR,South India,Tamil Nadu,11.12,78.66,103620.0,1076000.0,559000.0
2020-02-17,WR,West India,Gujarat,23.02,72.57,28600.0,1239000.0,1267000.0
2020-02-18,ER,East India,Odisha,20.95,85.09,890.0,361000.0,486000.0
2020-02-18,NER,NE India,Assam,26.2,92.93,30.0,41000.0,12000.0
2020-02-18,NR,North India,Rajasthan,26.91,74.22,42350.0,995000.0,496000.0
2020-02-18,SR,South India,Tamil Nadu,11.12,78.66,103030.0,1096000.0,570000.0
2020-02-18,WR,West India,Gujarat,23.02,72.57,28700.0,1253000.0,1310000.0
2020-02-19,ER,East India,Odisha,20.95,85.09,1550.0,364000.0,481000.0
2020-02-19,NER,NE India,Assam,26.2,92.93,30.0,41000.0,12000.0
2020-02-19,NR,North India,Rajasthan,26.91,74.22,35440.0,985000.0,477000.0
2020-02-19,SR,South India,Tamil Nadu,11.12,78.66,102830.0,1106000.0,570000.0
2020-02-19,WR,West India,Gujarat,23.02,72.57,25500.0,1261000.0,1329000.0
2020-02-20,ER,East India,Odisha,20.95,85.09,1360.0,368000.0,461000.0
2020-02-20,NER,NE India,Assam,26.2,92.93,10.0,41000.0,11000.0
2020-02-20,NR,North India,Rajasthan,26.91,74.22,33850.0,942000.0,452000.0
2020-02-20,SR,South India,Tamil Nadu,11.12,78.66,102030.0,1096000.0,546000.0
2020-02-20,WR,West India,Gujarat,23.02,72.57,27200.0,1272000.0,1300000.0
2020-02-21,ER,East India,Odisha,20.95,85.09,1350.0,370000.0,459000.0
2020-02-21,NER,NE India,Assam,26.2,92.93,20.0,41000.0,12000.0
2020-02-21,NR,North India,Rajasthan,26.91,74.22,34880.0,873000.0,440000.0
2020-02-21,SR,South India,Tamil Nadu,11.12,78.66,95690.0,1089000.0,523000.0
2020-02-21,WR,West India,Gujarat,23.02,72.57,26000.0,1225000.0,1239000.0
2020-02-22,ER,East India,Odisha,20.95,85.09,1170.0,352000.0,455000.0
2020-02-22,NER,NE India,Assam,26.2,92.93,20.0,41000.0,11000.0
2020-02-22,NR,North India,Rajasthan,26.91,74.22,36500.0,903000.0,425000.0
2020-02-22,SR,South India,Tamil Nadu,11.12,78.66,96220.0,1084000.0,530000.0
2020-02-22,WR,West India,Gujarat,23.02,72.57,27400.0,1230000.0,1248000.0
2020-02-23,ER,East India,Odisha,20.95,85.09,1420.0,344000.0,454000.0
2020-02-23,NER,NE India,Assam,26.2,92.93,20.0,38000.0,11000.0
2020-02-23,NR,North India,Rajasthan,26.91,74.22,35530.0,882000.0,419000.0
2020-02-23,SR,South India,Tamil Nadu,11.12,78.66,100840.0,1040000.0,502000.0
2020-02-23,WR,West India,Gujarat,23.02,72.57,26600.0,1203000.0,1231000.0
2020-02-24,ER,East India,Odisha,20.95,85.09,1550.0,339000.0,462000.0
2020-02-24,NER,NE India,Assam,26.2,92.93,20.0,39000.0,11000.0
2020-02-24,NR,North India,Rajasthan,26.91,74.22,35070.0,923000.0,458000.0
2020-02-24,SR,South India,Tamil Nadu,11.12,78.66,90440.0,1090000.0,539000.0
2020-02-24,WR,West India,Gujarat,23.02,72.57,26300.0,1227000.0,1274000.0
2020-02-25,ER,East India,Odisha,20.95,85.09,1070.0,332000.0,469000.0
2020-02-25,NER,NE India,Assam,26.2,92.93,20.0,41000.0,12000.0
2020-02-25,NR,North India,Rajasthan,26.91,74.22,37730.0,933000.0,454000.0
2020-02-25,SR,South India,Tamil Nadu,11.12,78.66,85030.0,1114000.0,554000.0
2020-02-25,WR,West India,Gujarat,23.02,72.57,28100.0,1214000.0,1281000.0
2020-02-26,ER,East India,Odisha,20.95,85.09,1320.0,336000.0,465000.0
2020-02-26,NER,NE India,Assam,26.2,92.93,10.0,37000.0,12000.0
2020-02-26,NR,North India,Rajasthan,26.91,74.22,36990.0,933000.0,469000.0
2020-02-26,SR,South India,Tamil Nadu,11.12,78.66,93290.0,1117000.0,563000.0
2020-02-26,WR,West India,Gujarat,23.02,72.57,28500.0,1209000.0,1280000.0
2020-02-27,ER,East India,Odisha,20.95,85.09,1440.0,344000.0,464000.0
2020-02-27,NER,NE India,Assam,26.2,92.93,20.0,39000.0,11000.0
2020-02-27,NR,North India,Rajasthan,26.91,74.22,34690.0,921000.0,427000.0
2020-02-27,SR,South India,Tamil Nadu,11.12,78.66,92120.0,1117000.0,555000.0
2020-02-27,WR,West India,Gujarat,23.02,72.57,27000.0,1209000.0,1275000.0
2020-02-28,ER,East India,Odisha,20.95,85.09,1540.0,348000.0,462000.0
2020-02-28,NER,NE India,Assam,26.2,92.93,20.0,40000.0,10000.0
2020-02-28,NR,North India,Rajasthan,26.91,74.22,38300.0,938000.0,468000.0
2020-02-28,SR,South India,Tamil Nadu,11.12,78.66,93280.0,1125000.0,550000.0
2020-02-28,WR,West India,Gujarat,23.02,72.57,23900.0,1231000.0,1244000.0
2020-02-29,ER,East India,Odisha,20.95,85.09,1480.0,347000.0,452000.0
2020-02-29,NER,NE India,Assam,26.2,92.93,50.0,41000.0,11000.0
2020-02-29,NR,North India,Rajasthan,26.91,74.22,35120.0,858000.0,425000.0
2020-02-29,SR,South India,Tamil Nadu,11.12,78.66,91460.0,1118000.0,550000.0
2020-02-29,WR,West India,Gujarat,23.02,72.57,25100.0,1224000.0,1262000.0
2020-03-01,ER,East India,Odisha,20.95,85.09,1480.0,337000.0,420000.0
2020-03-01,NER,NE India,Assam,26.2,92.93,40.0,38000.0,10000.0
2020-03-01,NR,North India,Rajasthan,26.91,74.22,35640.0,802000.0,392000.0
2020-03-01,SR,South India,Tamil Nadu,11.12,78.66,91630.0,1048000.0,522000.0
2020-03-01,WR,West India,Gujarat,23.02,72.57,26200.0,1152000.0,1171000.0
2020-03-02,ER,East India,Odisha,20.95,85.09,1410.0,354000.0,468000.0
2020-03-02,NER,NE India,Assam,26.2,92.93,50.0,40000.0,11000.0
2020-03-02,NR,North India,Rajasthan,26.91,74.22,40400.0,882000.0,416000.0
2020-03-02,SR,South India,Tamil Nadu,11.12,78.66,84650.0,1090000.0,563000.0
2020-03-02,WR,West India,Gujarat,23.02,72.57,26290.0,1199000.0,1254000.0
2020-03-03,ER,East India,Odisha,20.95,85.09,1530.0,347000.0,478000.0
2020-03-03,NER,NE India,Assam,26.2,92.93,30.0,38000.0,11000.0
2020-03-03,NR,North India,Rajasthan,26.91,74.22,41010.0,914000.0,444000.0
2020-03-03,SR,South India,Tamil Nadu,11.12,78.66,82520.0,1117000.0,575000.0
2020-03-03,WR,West India,Gujarat,23.02,72.57,28000.0,1219000.0,1241000.0
2020-03-04,ER,East India,Odisha,20.95,85.09,1500.0,338000.0,464000.0
2020-03-04,NER,NE India,Assam,26.2,92.93,40.0,39000.0,10000.0
2020-03-04,NR,North India,Rajasthan,26.91,74.22,38900.0,880000.0,426000.0
2020-03-04,SR,South India,Tamil Nadu,11.12,78.66,88100.0,1125000.0,559000.0
2020-03-04,WR,West India,Gujarat,23.02,72.57,29200.0,1208000.0,1221000.0
2020-03-05,ER,East India,Odisha,20.95,85.09,1510.0,341000.0,453000.0
2020-03-05,NER,NE India,Assam,26.2,92.93,40.0,40000.0,11000.0
2020-03-05,NR,North India,Rajasthan,26.91,74.22,31120.0,821000.0,391000.0
2020-03-05,SR,South India,Tamil Nadu,11.12,78.66,86410.0,1122000.0,556000.0
2020-03-05,WR,West India,Gujarat,23.02,72.57,28000.0,1209000.0,1205000.0
